Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
Worst Wingman Ever (The Improbable Meet-Cute collection),Abby Jimenez,Romance,Romantic Comedy,Kindle Edition,69.0,4.2,10000,False,4.248495242049359
வண்ணமாய் பொங்குதே என்னுள்ளே!: Full story (Tamil Edition),மேக வாணி Megavani,Romance,Romantic Comedy,Kindle Edition,149.0,4.3,132,False,5.0106352940962555
அழகான இராட்சசியே! அடிக்கரும்பாய் இனிக்கிறியே!: Mr. Perfect Weds Miss. Casual (Tamil Edition),Swathi Lakshmi சுவாதி லக்ஷ்மி,Romance,Romantic Comedy,Kindle Edition,279.0,4.5,353,False,5.634789603169249
The Perfect Mistake (The Connovan Chronicles Book 2),Olivia Hayle,Romance,Romantic Comedy,Kindle Edition,399.0,4.4,1249,False,5.991464547107982
சர்க்கார் - பாகம் 20: SARKAR (Tamil Edition),Vanmathy Hari,Romance,Romantic Comedy,Kindle Edition,50.0,3.8,5,False,3.9318256327243257
Theeyai mootugiraai Theenjuvaiye: தீயை மூட்டுகிறாய் தீஞ்சுவையே... (Tamil Edition),மகா  மணி ,Romance,Romantic Comedy,Kindle Edition,414.0,4.6,77,False,6.028278520230698
அனலின் நிழலே…! என்னழகா…! (நாவல்) (Tamil Edition),பத்மினி  நாராயணன்,Romance,Romantic Comedy,Kindle Edition,449.0,4.0,84,False,6.1092475827643655
The Bride's Runaway Billionaire (Three BFFs and a Wedding Book 3),Pippa Grant,Romance,Romantic Comedy,Kindle Edition,449.0,4.5,4356,False,6.1092475827643655
"Not In A Billion Years: A hilarious, enemies-to-lovers romantic comedy from Camilla Isley (True Love)",Camilla Isley,Romance,Romantic Comedy,Kindle Edition,154.46,4.2,436,False,5.0463884638020735
"The Royal Heist: A Spicy, Royal Romcom",Alisha Kay,Romance,Romantic Comedy,Kindle Edition,199.0,4.5,53,False,5.298317366548036
மன்மதனின் ஆம்பல் மலரிவளோ!! (Tamil Edition),உத்ரா சித்தார்த்,Romance,Romantic Comedy,Kindle Edition,250.0,3.7,48,False,5.5254529391317835
Mullai Vana Kulire: முல்லை வன குளிரே (Tamil Edition),Saranya Hema,Romance,Romantic Comedy,Kindle Edition,604.0,4.5,183,False,6.405228458030842
Un Vizhigalil Vizhuntha Naatkalil (Tamil Edition),Thendral தென்றல்,Romance,Romantic Comedy,Kindle Edition,90.0,3.7,3,False,4.51085950651685
The Intertwined Strings of Fate: Book 1 of the Singhania Series,Aahaana M,Romance,Romantic Comedy,Kindle Edition,199.0,4.2,116,False,5.298317366548036
"Trouble in Paradise: The BRAND NEW absolutely hilarious sun-drenched, enemies-to-lovers, romantic comedy from bestseller Portia MacIntosh for 2024",Portia MacIntosh,Romance,Romantic Comedy,Kindle Edition,347.8,4.2,441,False,5.8544986920348245
Alive At Night (Wildflower Series Book 1),Amelie Rhys,Romance,Romantic Comedy,Kindle Edition,333.0,4.4,693,False,5.8111409929767
"Match Me If You Can: An utterly hilarious, will-they-won't-they? romantic comedy from Sandy Barker (The Ever After Agency Book 1)",Sandy Barker,Romance,Romantic Comedy,Kindle Edition,154.46,4.3,578,False,5.0463884638020735
Fighting Words,R.S. Grey,Romance,Romantic Comedy,Kindle Edition,414.0,4.7,42,False,6.028278520230698
Together Forever: A Hidden Identity Steamy Romantic Comedy Short Story,Dream Writer,Romance,Romantic Comedy,Kindle Edition,59.0,4.7,59,False,4.0943445622221
சர்க்கார் - பாகம் 19: SARKAR (Tamil Edition),Vanmathy Hari,Romance,Romantic Comedy,Kindle Edition,50.0,3.5,7,False,3.9318256327243257
மனமெல்லாம் அவள் மணம்: Manamellaam Aval Manam (Tamil Edition),Girija  Shanmugam,Romance,Romantic Comedy,Kindle Edition,350.0,4.2,27,False,5.860786223465865
The Beast: A Mafia Romance,Shobana  Mahadevan,Romance,Romantic Comedy,Kindle Edition,299.0,3.9,180,False,5.703782474656201
என் விரல் தேடும் மெல்லிசை நீ (Tamil Edition),யாஷ்  கார்முகில் ,Romance,Romantic Comedy,Kindle Edition,350.0,4.2,19,False,5.860786223465865
உள்ளம் கொண்டது ஓர் மயக்கம் (Tamil Edition),Ruthi Venkat,Romance,Romantic Suspense,Kindle Edition,441.0,5.0,3,False,6.091309882077698
இதயத்தின் தேடலன்றோ நீ...!!!: Idhayaththi Thedalanro Nee..!!! (Tamil Edition),சந்தோஷ்  குணா (Santhosh Guna),Romance,Romantic Suspense,Kindle Edition,300.0,4.2,51,False,5.707110264748875
வசந்தத்தில் ஓர் நாள்...! பகுதி - 1 (Tamil Edition),மன் மதன் Man Mathan,Romance,Romantic Suspense,Kindle Edition,331.0,3.9,10,False,5.805134968916488
Hunted By A Shadow (Kings Of Mafia),Michelle Heard,Romance,Romantic Suspense,Kindle Edition,415.0,4.3,2108,False,6.030685260261263
One Hellish Passion: Fake dating Billionaire Romance (Billionaires Love Series Book 1),Madhuri  Tamse,Romance,Romantic Suspense,Kindle Edition,249.0,4.5,15,False,5.521460917862246
காதலே பிரளயமாய்! (Tamil Edition),பாலாஸ்  நாவல் ,Romance,Romantic Suspense,Kindle Edition,350.0,3.9,22,False,5.860786223465865
When She Unravels: A Dark Mafia Romance (The Fallen Book 1),Gabrielle Sands,Romance,Romantic Suspense,Kindle Edition,416.0,4.4,10672,False,6.0330862217988015
Haunting Adeline (Cat and Mouse Duet Book 1),H. D.  Carlton,Romance,Romantic Suspense,Kindle Edition,149.0,4.3,82562,False,5.0106352940962555
Black Ties and White Lies: A Billionaire Fake Fiance Romance (Black Tie Billionaires),Kat Singleton,Romance,Romantic Suspense,Kindle Edition,292.0,4.2,20665,False,5.680172609017068
Tempted By The Devil (Kings Of Mafia),Michelle Heard,Romance,Romantic Suspense,Kindle Edition,416.0,4.2,11657,False,6.0330862217988015
Secrets of a Billionaire : A Second Chance Billionaire Romance (Billionaire Kings Book 3),Eva Winners,Romance,Romantic Suspense,Kindle Edition,414.0,4.5,16,False,6.028278520230698
விழிதனில் அரும்பிய மனமே..! (Tamil Edition),பத்மினி நாராயணன்  Padmini Narayanan,Romance,Romantic Suspense,Kindle Edition,451.0,4.2,28,False,6.113682179832232
God of Malice: A Dark College Romance (Legacy of Gods Book 1),Rina Kent,Romance,Romantic Suspense,Kindle Edition,370.0,4.4,24733,False,5.916202062607435
BILLIONAIRE HIDDEN MARRIAGE,BHAVANA  SINGH,Romance,Romantic Suspense,Kindle Edition,75.0,4.1,88,False,4.330733340286331
வல்லினம் மிகும் காந்தர்வனே..!! Vallinam migum kaantharvane..!!: After marriage love story (Tamil Edition),Sri vinitha ஸ்ரீ வினிதா,Romance,Romantic Suspense,Kindle Edition,360.0,4.2,126,False,5.8888779583328805
Skin of a Sinner: A Dark Childhood Best Friends Romance,Avina St. Graves,Romance,Romantic Suspense,Kindle Edition,283.0,4.0,4808,False,5.648974238161206
The Wrong Wife: An Arranged Marriage Romance (Golden Knights),Maya Alden,Romance,Romantic Suspense,Kindle Edition,414.0,4.2,3396,False,6.028278520230698
The Predator: An Enemies to Lovers Dark Romance (Dark Verse Book 1),RuNyx,Romance,Romantic Suspense,Kindle Edition,260.0,4.5,12349,False,5.564520407322694
சிதிலமாகுமோ இதயம்: Seathelamagumo ethaiam (சதீலம் Book 2) (Tamil Edition),suja chandran,Romance,Romantic Suspense,Kindle Edition,299.0,4.2,59,False,5.703782474656201
MARRIAGE FOR REVENGE: His Revenge and Her Love,Sai Vignana  Sindhu,Romance,Romantic Suspense,Kindle Edition,300.0,4.4,8,False,5.707110264748875
Hunting Adeline (Cat and Mouse Duet Book 2),H. D.  Carlton,Romance,Romantic Suspense,Kindle Edition,236.0,4.4,67073,False,5.4680601411351315
Trapped With You: You drive me crazy (Twisted Marriage),Bhavna Goyal,Romance,Romantic Suspense,Kindle Edition,99.0,4.5,73,False,4.605170185988092
God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3),Rina Kent,Romance,Romantic Suspense,Kindle Edition,325.0,4.5,14532,False,5.786897381366708
Craving Danger (Kings Of Mafia),Michelle Heard,Romance,Romantic Suspense,Kindle Edition,416.0,4.4,5122,False,6.0330862217988015
Bound by Hatred: Enemies to Lovers Indian Romance,M.V. Kasi,Romance,Romantic Suspense,Kindle Edition,199.0,4.4,731,False,5.298317366548036
The Reaper: An Enemies to Lovers Dark Romance (Dark Verse Book 2),RuNyx,Romance,Romantic Suspense,Kindle Edition,198.0,4.7,10245,False,5.293304824724492
Brutal Prince: An Enemies To Lovers Mafia Romance (Brutal Birthright Book 1),Sophie Lark,Romance,Romantic Suspense,Kindle Edition,413.0,4.2,34628,False,6.025865973825314
The Devil’s Desire: An Arranged Marriage Mafia Romance (The Devils Series),M.V. Kasi,Romance,Romantic Suspense,Kindle Edition,99.0,4.4,546,False,4.605170185988092
Silent Lies: An Age Gap Arranged Marriage Mafia Romance (Perfectly Imperfect Book 8),Neva Altaj,Romance,Romantic Suspense,Kindle Edition,416.0,4.6,4672,False,6.0330862217988015
Silent Vows: A Mafia Arranged Marriage Romance (The Byrne Brothers Book 1),Jill Ramsower,Romance,Romantic Suspense,Kindle Edition,399.0,4.3,15683,False,5.991464547107982
The Devil’s Kiss: An Arranged Marriage Mafia Romance (The Devils Series),M.V. Kasi,Romance,Romantic Suspense,Kindle Edition,199.0,4.5,845,False,5.298317366548036
Once You're Mine: A Dark Stalker Romance (Possessing Her Book 1),Morgan Bridges,Romance,Romantic Suspense,Kindle Edition,415.0,4.1,9119,False,6.030685260261263
OUR DESTINY,BHAVANA SINGH,Romance,Romantic Suspense,Kindle Edition,99.0,3.8,13,False,4.605170185988092
பொன் மகள் வந்தாள்: Pon Magal Vandhal (Tamil Edition),ஸ்ரீலக்ஷ்மி Srilakshmi,Romance,Romantic Suspense,Kindle Edition,360.0,4.1,61,False,5.8888779583328805
From GoodBye To Forever: A Second Chance Love Story,Nivedita Vedurla,Romance,Romantic Suspense,Kindle Edition,114.0,4.4,7,False,4.74493212836325
The Wrong Bride: Marrying My Twin Sister's Fiance,Kushi Sada,Romance,Romantic Suspense,Kindle Edition,199.0,3.3,116,False,5.298317366548036
BOUND BY THE BABY,SIRIN  FATHIMA,Romance,Romantic Suspense,Kindle Edition,140.0,4.7,29,False,4.948759890378168
எனக்குள் நீ இருந்தால் தவறே இல்லை.! (Tamil Edition),தர்ஷா  ராஜ்,Romance,Romantic Suspense,Kindle Edition,320.0,4.1,11,False,5.771441123130016
Wuthering Heights,Emily Brontë,Romance,Romantic Suspense,Paperback,99.0,4.4,22109,False,4.605170185988092
Toxic Love: A Dark Enemies To Lovers Mafia Romance,Jagger Cole,Romance,Romantic Suspense,Kindle Edition,414.0,4.5,1616,False,6.028278520230698
உன்மத்தம் ஆகுதடி(டா) அழகே! (Tamil Edition),Thanimai Kadhali Novels,Romance,Romantic Suspense,Kindle Edition,400.0,4.4,45,False,5.993961427306569
Stolen Touches: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 5),Neva Altaj,Romance,Romantic Suspense,Kindle Edition,416.0,4.4,9267,False,6.0330862217988015
400 Days,Chetan Bhagat,Romance,Romantic Suspense,Paperback,209.0,4.4,11262,False,5.3471075307174685
உண்மைச் சொன்னால் நேசிப்பாயா?? (முழு தொகுப்பு) (Tamil Edition),யாஷ் கார்முகில்  Yash karmugil ,Romance,Romantic Suspense,Kindle Edition,500.0,4.3,25,False,6.2166061010848646
Temptation: A hate to love Indian billionaire romance (Fatal Attraction Book 1),Sapna Bhog,Romance,Romantic Suspense,Kindle Edition,199.0,4.7,257,False,5.298317366548036
சூடித் தந்த சுடர்க்கொடியே!: sudi thantha sudar kodiye! (Tamil Edition),திவ்யசோபனா Divyashobana,Romance,Romantic Suspense,Kindle Edition,450.0,4.3,181,False,6.111467339502679
When She Falls: A Dark Mafia Enemies to Lovers Romance (The Fallen Book 3),Gabrielle Sands,Romance,Romantic Suspense,Kindle Edition,549.0,4.4,4145,False,6.309918278226516
The Devil’s Love: A Contract Marriage Mafia Romance (The Devils Series),M.V. Kasi,Romance,Romantic Suspense,Kindle Edition,199.0,4.4,491,False,5.298317366548036
வண்ணமாய் பொங்குதே என்னுள்ளே!: Full story (Tamil Edition),மேக வாணி Megavani,Romance,Romantic Suspense,Kindle Edition,149.0,4.3,132,False,5.0106352940962555
நந்தினி (Tamil Edition),Ramani Chandran,Romance,Romantic Suspense,Kindle Edition,280.0,3.9,33,False,5.638354669333745
மாயோனின் காரிகை அவள்...! (Tamil Edition),யாஷ் கார்முகில்  Yash Karmugil,Romance,Science Fiction,Kindle Edition,351.0,4.3,71,False,5.863631175598097
சதீலமாய் ஒருவன்: Sathelamai oruvan (சதீலம் Book 1) (Tamil Edition),suja chandran,Romance,Science Fiction,Kindle Edition,250.0,4.2,98,False,5.5254529391317835
"1Q84: Books 1, 2 and 3",Haruki Murakami,Romance,Science Fiction,Paperback,543.0,4.5,1992,False,6.298949246855942
"THE LOVE HYPOTHESIS: The Tiktok sensation and romcom of the year! [] Hazelwood, Ali",Ali Hazelwood,Romance,Science Fiction,Paperback,240.0,4.5,53759,False,5.484796933490655
Broken by the Horde King (Horde Kings of Dakkar Book 4),Zoey Draven,Romance,Science Fiction,Kindle Edition,331.0,4.5,4570,False,5.805134968916488
Claimed by the Horde King (Horde Kings of Dakkar Book 2),Zoey Draven,Romance,Science Fiction,Kindle Edition,331.0,4.5,6672,False,5.805134968916488
Madness of the Horde King (Horde Kings of Dakkar Book 3),Zoey Draven,Romance,Science Fiction,Kindle Edition,331.0,4.6,5344,False,5.805134968916488
உயிரே!!உலகமே!!:Uyire!!Ulagame!! (Tamil Edition),Ruthi Venkat,Romance,Science Fiction,Kindle Edition,279.0,4.4,87,False,5.634789603169249
Saving Verakko: The Clecanian Series Book 3,Victoria Aveline,Romance,Science Fiction,Kindle Edition,411.0,4.4,5998,False,6.021023349349527
I Married An Incubus (Prime Mating Agency),Regine Abel,Romance,Science Fiction,Kindle Edition,414.0,4.5,1766,False,6.028278520230698
Claimed For Their Pleasure: A fantasy barbarian romance (Coveted Prey Book 6),L.V. Lane,Romance,Science Fiction,Kindle Edition,332.0,4.5,1781,False,5.808142489980444
Caged with the Alien (An Alien Breeder Romance) (Roh'ilian Warrior Series Book 1),Luna Kingsley,Romance,Science Fiction,Kindle Edition,305.0,4.3,1473,False,5.723585101952381
அசுரனின் காதல் (Tamil Edition),Ebin Rider,Romance,Science Fiction,Kindle Edition,400.0,5.0,1,False,5.993961427306569
Taken by the Horde King (Horde Kings of Dakkar Book 5),Zoey Draven,Romance,Science Fiction,Kindle Edition,414.0,4.6,3558,False,6.028278520230698
Guardian: A Scifi Alien Romance (Galactic Gladiators Book 9),Anna Hackett,Romance,Science Fiction,Kindle Edition,302.0,4.6,1697,False,5.713732805509369
Claimed Brides: Seven Alpha Shifter Romances (Brides of Terra Arcus Book 2),Pepper North,Romance,Science Fiction,Kindle Edition,367.0,4.5,367,False,5.908082938168931
Ensnared: A Steamy Post-Apocalyptic Romance (Brutes of Bristlebrook Trilogy Book 1),Rebecca Quinn,Romance,Science Fiction,Kindle Edition,414.0,4.5,3649,False,6.028278520230698
"It’s Not Unusual to Be Loved by an Alien: Tentacular Tales, Book 1",Chloe Archer,Romance,Science Fiction,Audible Audiobook,836.0,4.5,723,False,6.729824070489475
Her Alien Savior (Voxeran Fated Mates Book 2),Presley Hall,Romance,Science Fiction,Kindle Edition,299.0,4.4,2031,False,5.703782474656201
Barbarian Alien: A SciFi Alien Romance (Ice Planet Barbarians Book 2),Ruby Dixon,Romance,Science Fiction,Kindle Edition,327.0,4.2,18814,False,5.793013608384144
Wed to the Lich,Layla Fae,Romance,Science Fiction,Kindle Edition,332.0,4.4,2867,False,5.808142489980444
Shamed: A Punishment Reverse Harem Romance (Beyond the Institute: The Future of Correction Book 1),Emily Tilton,Romance,Science Fiction,Kindle Edition,343.0,3.9,338,False,5.840641657373398
Manhandled: A Dark Sci-Fi Romance,Sara Fields,Romance,Science Fiction,Kindle Edition,355.0,4.2,820,False,5.87493073085203
Pheromone: A Why Choose Alien Romance (For the Love of Aliens Book 1),C.M. Stunich,Romance,Science Fiction,Kindle Edition,449.0,4.5,2177,False,6.1092475827643655
Claimed for Their Use (Ventori Masters Book 2),Ivy Barrett,Romance,Science Fiction,Kindle Edition,65.0,4.3,1229,False,4.189654742026425
Omega's Choosing (Alpha Island Omegaverse),Evie  Burks ,Romance,Science Fiction,Kindle Edition,243.0,3.9,133,False,5.497168225293202
Brutal Mate (Planet of Kings Book 1),Lee Savino,Romance,Science Fiction,Kindle Edition,81.0,4.2,4434,False,4.406719247264253
Hunting Their Mate: A Dark Sci-Fi Reverse Harem Romance,Piper Stone,Romance,Science Fiction,Kindle Edition,347.0,4.4,454,False,5.8522024797744745
Her Alien Prince: A Sci-Fi Alien Romance (Voxeran Fated Mates Book 1),Presley Hall,Romance,Science Fiction,Kindle Edition,99.0,4.3,3060,False,4.605170185988092
1Q84: Books 1 and 2,Haruki Murakami,Romance,Science Fiction,Paperback,413.0,4.4,4158,False,6.025865973825314
Barbarian's Touch: A SciFi Alien Romance (Ice Planet Barbarians Book 7),Ruby Dixon,Romance,Science Fiction,Kindle Edition,319.0,4.3,8338,False,5.768320995793772
