Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
Anger Management: The Troubled Diplomatic Relationship between India and Pakistan,Ajay Bisaria,Politics,Freedom & Security,Hardcover,719.0,4.3,18,False,6.579251212010101
What If There Was No Congress: The Uncensored History of Independent India,PRIYAM GANDHI-MODY,Politics,Freedom & Security,Hardcover,525.0,4.5,75,False,6.26530121273771
Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,Politics,Freedom & Security,Hardcover,521.0,4.7,611,False,6.257667587882639
ULFA: The Mirage of Dawn,Rajeev Bhattacharyya,Politics,Freedom & Security,Paperback,389.0,4.9,20,False,5.966146739123692
"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,Politics,Freedom & Security,Hardcover,739.0,4.8,2285,False,6.606650186198215
Savarkar: Ek Bhule-Bisre Ateet Ki Goonj,Vikram Sampath,Politics,Freedom & Security,Paperback,315.0,4.7,617,False,5.755742213586912
Art Matters: Because Your Imagination Can Change the World,Neil Gaiman,Politics,Freedom & Security,Hardcover,279.0,4.6,2133,False,5.634789603169249
RAW : A HISTORY OF INDIA'S COVERT OPERATIONS ( PAPER BACK ),Yatish Yadav,Politics,Freedom & Security,Paperback,425.0,4.4,574,False,6.054439346269371
Caste Pride: Battles for Equality in Hindu India,Manoj Mitta,Politics,Freedom & Security,Hardcover,644.0,4.5,80,False,6.4692503167957724
Being Muslim in Hindu India: A Critical View,Ziya Us Salam,Politics,Freedom & Security,Paperback,389.0,2.7,28,False,5.966146739123692
Cobalt Red:How the Blood of the Congo Powers Our Lives,Siddharth Kara,Politics,Freedom & Security,Paperback,389.0,4.7,714,False,5.966146739123692
The Hundred-Year Marathon: China's Secret Strategy to Replace America as the Global Superpower,Michael Pillsbury,Politics,Freedom & Security,Paperback,402.0,4.5,3220,False,5.998936561946683
The Unending Game : A Former R&AW Chief's Insights into Espionage,Vikram Sood,Politics,Freedom & Security,Hardcover,376.0,4.5,993,False,5.932245187448011
Who Rules the World?,Noam Chomsky,Politics,Freedom & Security,Paperback,398.69,4.4,1260,False,5.990689246640231
"The Spy and the Traitor: The Greatest Espionage Story of the Cold War MacIntyre, Ben",Ben MacIntyre,Politics,Freedom & Security,Paperback,406.25,4.7,30730,False,6.009427247482154
On Palestine,Ilan Pappe,Politics,Freedom & Security,Paperback,239.0,4.6,931,False,5.480638923341991
Bose: The Untold Story of an Inconvenien,Unknown,Politics,Freedom & Security,Hardcover,699.0,4.8,812,False,6.551080335043404
The Silent Coup: A History of India's Deep State,Josy Joseph,Politics,Freedom & Security,Hardcover,480.0,4.6,1017,False,6.175867270105761
CAMOUFLAGED : Forgotten Stories From Battlefields,Probal DasGupta,Politics,Freedom & Security,Paperback,464.34,4.9,17,False,6.1427683211991475
The Kargil Story: Tales of Valour and Sacrifice from the Summer of 1999 | Stories of Indian Army heroes,Deepak Surana,Politics,Freedom & Security,Paperback,218.0,4.6,110,False,5.389071729816501
How the World Works,Noam Chomsky,Politics,Freedom & Security,Paperback,612.0,4.5,1592,False,6.418364935936212
Nine the Special Forces: Dial 9 for Assistance,Col Awadhesh  Kumar,Politics,Freedom & Security,Kindle Edition,249.0,4.6,124,False,5.521460917862246
"Fugitive of Empire: Rash Behari Bose, Ja",Joseph McQuade,Politics,Freedom & Security,Hardcover,649.0,4.5,2,False,6.476972362889683
AZADI,Arundhati Roy,Politics,Freedom & Security,Hardcover,324.0,4.6,817,False,5.783825182329737
Ek Tha Doctor Ek Tha Sant (Hindi Edition),Arundhati Roy,Politics,Freedom & Security,Kindle Edition,105.0,4.6,1142,False,4.663439094112067
LONG WALK TO FREEDOM,Nelson Mandela,Politics,Freedom & Security,Paperback,517.0,4.6,8464,False,6.249975242259483
"Doctor and The Saint, The",Arundhati Roy,Politics,Freedom & Security,Paperback,194.0,4.6,847,False,5.272999558563747
Snakes in the Ganga,Rajiv Malhotra,Politics,Freedom & Security,Hardcover,849.0,4.7,829,False,6.745236349484362
"Che Guevara: the definitive portrait of one of the twentieth century's most fascinating historical figures, by critically-acclaimed New York Times journalist Jon Lee Anderson",Jon Lee Anderson,Politics,Freedom & Security,Paperback,690.0,4.7,1328,False,6.53813982376767
Team of Teams : New Rules of Engagement for a Complex World,Chris Fussell,Politics,Freedom & Security,Paperback,356.0,4.6,4652,False,5.877735781779639
The Blood Telegram_Demy : India's Secret War in East Pakistan,Gary J. Bass,Politics,Freedom & Security,Paperback,383.0,4.5,219,False,5.950642552587727
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,Politics,Freedom & Security,Audible Audiobook,820.0,4.5,9306,False,6.710523109452428
My Experiments with Truth: An Autobiography,M.K. Gandhi,Politics,Freedom & Security,Paperback,199.0,4.4,141,False,5.298317366548036
The Mitrokhin Archive II,Christopher Andrew,Politics,Freedom & Security,Paperback,766.0,4.5,1397,False,6.642486801367256
JPSC GENERAL STUDIES PRELIMS PAPER1 AND PAPER 2 SOLVED PAPERS WITH 20 PRACTICE SETS (HINDI): Mastering JPSC Exam Patterns by Vijay Kumar (Hindi Edition),Vijay Kumar,Politics,Freedom & Security,Kindle Edition,92.04,4.4,19,False,4.533029508210409
Walking with the Comrades (),Arundhati Roy,Politics,Freedom & Security,Paperback,154.0,4.5,576,False,5.043425116919247
"Red Notice : A True Story of Corruption, Murder and how I became Putin’s no. 1 enemy",Bill Browder,Politics,Freedom & Security,Paperback,406.25,4.7,44283,False,6.009427247482154
Nothing Will be Forgotten,Nehal Ahmed,Politics,Freedom & Security,Paperback,200.0,3.9,42,False,5.303304908059076
"Pedagogy of the Oppressed (Penguin Modern Classics) [] Freire, Paulo",Paulo Freire,Politics,Freedom & Security,Paperback,324.0,4.6,1223,False,5.783825182329737
Sniper's Eye (7even Series Book 1),Mainak Dhar,Politics,Freedom & Security,Kindle Edition,99.0,4.2,973,False,4.605170185988092
Pegasus: The Story of the World's Most Dangerous Spyware,Laurent Richard,Politics,Freedom & Security,Paperback,504.0,4.4,310,False,6.22455842927536
The Narrow Corridor [] Daron Acemoglu and James A. Robinson,Daron Acemoglu,Politics,Freedom & Security,Paperback,519.0,4.6,800,False,6.253828811575473
Turmoil In Punjab: Before and After Blue Star: An Insider's Account,Ramesh Inder Singh,Politics,Freedom & Security,Paperback,540.69,4.6,87,False,6.294693882091021
"Permanent Record [] Snowden, Edward",Edward Snowden,Politics,Freedom & Security,Paperback,435.0,4.6,16082,False,6.077642243349034
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,Politics,Freedom & Security,Audible Audiobook,957.0,4.7,30730,True,6.86484777797086
Why Bharat Matters,S. Jaishankar,Politics,International Relations & Globalization,Hardcover,556.0,4.6,231,False,6.322565239927284
The India Way: Strategies for an Uncertain World,S. Jaishankar,Politics,International Relations & Globalization,Paperback,430.0,4.6,2962,False,6.066108090103747
Anger Management: The Troubled Diplomatic Relationship between India and Pakistan,Ajay Bisaria,Politics,International Relations & Globalization,Hardcover,719.0,4.3,18,False,6.579251212010101
The Art of War,Sun Tzu,Politics,International Relations & Globalization,Kindle Edition,51.45,4.3,3652,False,3.9598603348423063
WHY BHARAT MATTERS,S. JAISHANKAR,Politics,International Relations & Globalization,Kindle Edition,528.2,4.6,231,False,6.271366432240801
"Crosswinds: Nehru, Zhou and the Anglo-American Competition over China",Vijay Gokhale,Politics,International Relations & Globalization,Hardcover,464.34,5.0,2,False,6.1427683211991475
The World for Sale,Jack Farchy,Politics,International Relations & Globalization,Paperback,401.0,4.6,2766,False,5.996452088619021
THE CLASH OF CIVILIZATIONS AND THE REMAKING OF WORLD ORD,S. P. Huntington,Politics,International Relations & Globalization,Paperback,292.0,4.4,423,False,5.680172609017068
Breaking India: Western Interventions In Dravidian And Dalit Faultlines,Rajiv Malhotra,Politics,International Relations & Globalization,Hardcover,597.0,4.7,1354,False,6.393590753950631
The Hundred-Year Marathon: China's Secret Strategy to Replace America as the Global Superpower,Michael Pillsbury,Politics,International Relations & Globalization,Paperback,402.0,4.5,3220,False,5.998936561946683
The Unending Game : A Former R&AW Chief's Insights into Espionage,Vikram Sood,Politics,International Relations & Globalization,Hardcover,376.0,4.5,993,False,5.932245187448011
Who Rules the World?,Noam Chomsky,Politics,International Relations & Globalization,Paperback,398.69,4.4,1260,False,5.990689246640231
Rise Fall Great Powers,Paul Kennedy,Politics,International Relations & Globalization,Paperback,419.0,4.4,1190,False,6.040254711277414
"The Revenge of Geography: What the Map Tells Us About Coming Conflicts and the Battle Against Fate [] Kaplan, Robert D.",Robert D. Kaplan,Politics,International Relations & Globalization,Paperback,464.34,4.4,1288,False,6.1427683211991475
"How Democracies Die: The International Bestseller: What History Reveals About Our Future [] Levitsky, Steven and Ziblatt, Daniel","Daniel Levitsky, Steven, Ziblatt",Politics,International Relations & Globalization,Paperback,399.0,4.5,5476,False,5.991464547107982
"The Spy and the Traitor: The Greatest Espionage Story of the Cold War MacIntyre, Ben",Ben MacIntyre,Politics,International Relations & Globalization,Paperback,406.25,4.7,30730,False,6.009427247482154
"Long Game, The: How the Chinese Negotiat: How the Chinese Negotiate with India",Vijay Gokhale,Politics,International Relations & Globalization,Paperback,259.0,4.7,439,False,5.560681631015528
THE ART OF WAR,Sun Tzu,Politics,International Relations & Globalization,Paperback,98.0,3.9,540,False,4.59511985013459
On Palestine,Ilan Pappe,Politics,International Relations & Globalization,Paperback,239.0,4.6,931,False,5.480638923341991
Snakes in the Ganga: Breaking India 2.0,Rajiv Malhotra,Politics,International Relations & Globalization,Kindle Edition,449.0,4.5,98,False,6.1092475827643655
A Promised Land,Barack Obama,Politics,International Relations & Globalization,Audible Audiobook,1708.0,4.6,29378,True,7.443663683115591
The Shortest History of Israel and Palestine: From Zionism to Intifadas and the Struggle for Peace,Michael Scott-Baumann,Politics,International Relations & Globalization,Paperback,402.0,4.2,92,False,5.998936561946683
Prisoners of Geography,Tim Marshall,Politics,International Relations & Globalization,Paperback,861.0,4.6,18545,False,6.759255270663693
India Unbound: from Independence to the Global Information age [] Gurcharan Das,Gurcharan Das,Politics,International Relations & Globalization,Paperback,324.0,4.4,673,False,5.783825182329737
"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources",Javier Blas,Politics,International Relations & Globalization,Audible Audiobook,888.0,4.6,2766,True,6.790097235513905
How the World Works,Noam Chomsky,Politics,International Relations & Globalization,Paperback,612.0,4.5,1592,False,6.418364935936212
"Modi: Shaping a Global Order in Flux, Foreword by Dr S Jaishankar",Sujan Chinoy,Politics,International Relations & Globalization,Hardcover,745.0,5.0,9,False,6.61472560020376
"India And Asian Geopolitics: The Past, P",Shivshankar Menon,Politics,International Relations & Globalization,Hardcover,559.0,4.4,530,False,6.327936783729195
Pakistan: Courting the Abyss,Tilak Devasher,Politics,International Relations & Globalization,Paperback,614.94,4.4,130,False,6.423149556192176
My Seditious Heart : Collected Non-fiction,arundhati roy,Politics,International Relations & Globalization,Hardcover,674.0,4.6,299,False,6.51471269087253
Breaking India: Western Interventions in Dravidian and Dalit Faultlines,Rajiv Malhotra,Politics,International Relations & Globalization,Kindle Edition,249.0,4.7,1354,False,5.521460917862246
HOW INDIA SEES THE WORLD: KAUTILYA TO THE 21ST CENTURY,Shyam Saran,Politics,International Relations & Globalization,Paperback,399.0,4.6,376,False,5.991464547107982
The Shortest History of China,Linda Jaivin,Politics,International Relations & Globalization,Paperback,393.0,4.5,25,False,5.976350909297934
Anger Management: The Troubled Diplomatic Relationship between India and Pakistan,Ajay Bisaria,Politics,International Relations & Globalization,Kindle Edition,740.05,4.3,18,False,6.608068099402924
The Blood Telegram_Demy : India's Secret War in East Pakistan,Gary J. Bass,Politics,International Relations & Globalization,Paperback,383.0,4.5,219,False,5.950642552587727
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,Politics,International Relations & Globalization,Audible Audiobook,820.0,4.5,9306,False,6.710523109452428
The Mitrokhin Archive II,Christopher Andrew,Politics,International Relations & Globalization,Paperback,766.0,4.5,1397,False,6.642486801367256
Walking with the Comrades (),Arundhati Roy,Politics,International Relations & Globalization,Paperback,154.0,4.5,576,False,5.043425116919247
"Red Notice : A True Story of Corruption, Murder and how I became Putin’s no. 1 enemy",Bill Browder,Politics,International Relations & Globalization,Paperback,406.25,4.7,44283,False,6.009427247482154
"PRIDE, PREJUDICE AND PUNDITRY: THE ESSENTIAL",Shashi Tharoor,Politics,International Relations & Globalization,Hardcover,699.0,4.5,207,False,6.551080335043404
Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,Politics,International Relations & Globalization,Audible Audiobook,820.0,4.4,4512,False,6.710523109452428
MARITIME INDIA (),Pius Malekandathil,Politics,International Relations & Globalization,Paperback,349.0,4.7,11,False,5.857933154483459
POLITICAL ORDER AND POLITICAL DECAY,Francis Fukuyama,Politics,International Relations & Globalization,Paperback,536.0,4.6,1190,False,6.285998094508865
India’s Techade: Digital Revolution and Change in the World’s Largest Democracy,Nalin Mehta,Politics,International Relations & Globalization,Kindle Edition,361.0,4.7,9,False,5.891644211825771
"Permanent Record [] Snowden, Edward",Edward Snowden,Politics,International Relations & Globalization,Paperback,435.0,4.6,16082,False,6.077642243349034
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,Politics,International Relations & Globalization,Audible Audiobook,957.0,4.7,30730,True,6.86484777797086
A Life in the Shadows : A Memoir,A.S. Dulat,Politics,International Relations & Globalization,Paperback,340.0,4.0,164,False,5.831882477283517
World Upside Down: India Recalibrates Its Geopolitics,Sujan R. Chinoy,Politics,International Relations & Globalization,Paperback,324.0,4.2,15,False,5.783825182329737
A Life in the Shadows: A Memoir,A.S. Dulat,Politics,International Relations & Globalization,Hardcover,459.0,4.0,164,False,6.131226489483141
Himalaya: A Human History,Ed Douglas,Politics,International Relations & Globalization,Paperback,375.0,4.5,342,False,5.929589143389895
Arthashastra by Kautilya - A Masterpiece on Economic Policies | Ancient Indian Political Philosophy | Hindu Spiritual Wisdom | Timeless Teachings | Practical Guidance | Leadership | Rich Insights from the Vedic Tradition,KAUTILYA,Politics,Political Ideologies,Paperback,199.0,4.5,1531,False,5.298317366548036
"Our History, Their History, Whose Histor (The India List)",Romila Thapar,Politics,Political Ideologies,Hardcover,313.0,4.1,17,False,5.749392985908253
The Communist Manifesto,Karl Marx,Politics,Political Ideologies,Paperback,98.0,4.4,11916,False,4.59511985013459
H-Pop: The Secretive World of Hindutva Pop Stars,Kunal Purohit,Politics,Political Ideologies,Paperback,324.0,3.4,48,False,5.783825182329737
The Motorcycle Diaries,Ernesto ‘Che’ Guevara,Politics,Political Ideologies,Paperback,279.0,4.4,221,False,5.634789603169249
ULFA: The Mirage of Dawn,Rajeev Bhattacharyya,Politics,Political Ideologies,Paperback,389.0,4.9,20,False,5.966146739123692
"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,Politics,Political Ideologies,Hardcover,739.0,4.8,2285,False,6.606650186198215
Nehru And Bose : Parallel Lives,Rudrangshu Mukherjee,Politics,Political Ideologies,Paperback,268.0,4.5,420,False,5.594711379601839
"VAJPAYEE: The Ascent of the Hindu Right, 1924–1977 – Winner of the 2023 Tata Literature Live! First Book Award (Non-fiction) | Shortlisted for the ... Literature Festival Book Prize (Non-fiction)",Abhishek Choudhary,Politics,Political Ideologies,Hardcover,608.0,4.4,119,False,6.411818267709897
"The 48 Laws of Power - SATTA - Shaktiche 48 Niyam (Marathi) [] Robert Greene,Sarita Athawale (Translator) [Sep 29, 2022]…",Robert Greene,Politics,Political Ideologies,Other,405.0,4.4,34,False,6.0063531596017325
"Long Game, The: How the Chinese Negotiat: How the Chinese Negotiate with India",Vijay Gokhale,Politics,Political Ideologies,Paperback,259.0,4.7,439,False,5.560681631015528
"HISTORY OF POLITICAL THOUGHT: PLATO TO MARX, 2ND EDN",Mukherjee,Politics,Political Ideologies,Paperback,440.0,4.4,1131,False,6.089044875446846
The Watershed Year: Which Way Will India Go,P Chidambaram,Politics,Political Ideologies,Hardcover,491.0,5.0,1,False,6.198478716492308
The Other Side of Silence: Voices from the Partition of India,Urvashi Butalia,Politics,Political Ideologies,Paperback,310.0,4.4,379,False,5.739792912179234
Bunch of Thoughts,M. S. Golwalkar,Politics,Political Ideologies,Hardcover,210.0,4.2,329,False,5.351858133476067
Middle of Diamond India : National Renaissance through Participation and Enterprise,Shashank Mani,Politics,Political Ideologies,Hardcover,365.51,4.6,72,False,5.9040258060840785
The Shortest History of Economics,Andrew Leigh,Politics,Political Ideologies,Paperback,339.0,5.0,1,False,5.8289456176102075
The Saffron Storm: From Vajpayee to Modi,Saba Naqvi,Politics,Political Ideologies,Paperback,418.0,5.0,2,False,6.037870919922137
The Evolution of Pragmatism in India : An Intellectual Biography of B.R. Ambedkar,Scott R. Stroud,Politics,Political Ideologies,Paperback,401.0,4.6,51,False,5.996452088619021
Urban Naxals: The Making Of Buddha In A Traffic Jam,Vivek Agnihotri,Politics,Political Ideologies,Paperback,300.0,4.7,1644,False,5.707110264748875
Jesus Christ an artifice for aggression,Sita Ram Goel,Politics,Political Ideologies,Other,108.0,4.5,27,False,4.6913478822291435
India's Experiment With Democracy: The Life of a Nation Through its Elections,S.Y. Quraishi,Politics,Political Ideologies,Paperback,476.0,4.3,22,False,6.1675164908883415
One World Order,Coleman,Politics,Political Ideologies,Paperback,1293.0,4.7,74,True,7.165493475060845
"Caste: The International Bestseller [] Wilkerson, Isabel",Isabel Wilkerson,Politics,Political Ideologies,Paperback,557.0,4.7,42580,False,6.324358962381311
Emergency Chronicles: Indira Gandhi and Democracy's Turning Point,Gyan Prakash,Politics,Political Ideologies,Paperback,381.0,4.4,118,False,5.945420608606575
The Political Marx : Aijaz Ahmad in Conversation with Vijay Prashad,Vijay Prashad,Politics,Political Ideologies,Paperback,161.0,4.7,4,False,5.087596335232384
The Identity Trap,Yascha Mounk,Politics,Political Ideologies,Hardcover,890.0,4.4,149,True,6.792344427470809
Renegade: Defending Democracy and Liberty in Our Divided Country,Adam Kinzinger,Politics,Political Ideologies,Hardcover,754.72,4.6,615,False,6.627670937205117
The State and Revolution,Vladimir Ilyich Lenin,Politics,Political Ideologies,Paperback,138.0,4.6,3180,False,4.9344739331306915
Technofeudalism: What Killed Capitalism,Yanis Varoufakis,Politics,Political Ideologies,Paperback,591.0,4.3,116,False,6.3835066348840055
AYODHYA: A Battleground,Hemant Sharma,Politics,Political Ideologies,Paperback,203.0,5.0,3,False,5.318119993844216
Culture and Materialism,Raymond Williams,Politics,Political Ideologies,Paperback,1186.0,4.8,12,True,7.079184394609668
Beijing Rules: China's Quest for Global Influence,Bethany Allen,Politics,Political Ideologies,Paperback,562.0,4.4,58,False,6.333279628139691
A NEW WORLD BEGINS,Jeremy D. Popkin,Politics,Political Ideologies,Paperback,1562.0,4.6,600,True,7.354362330421477
Industrial Society and its Future: Unabomber Manifesto,Theodore John Kaczynski,Politics,Political Ideologies,Paperback,362.0,4.7,2143,False,5.8944028342648505
The Cubans: Ordinary Lives in Extraordinary Times,Anthony DePalma,Politics,Political Ideologies,Paperback,873.87,4.5,340,False,6.774075303891215
MOHAN BHAGWAT,Kingshuk Nag,Politics,Political Ideologies,Hardcover,272.0,4.5,18,False,5.60947179518496
THE PARADOXICAL PRIME MINISTER - HB,SHASHI THAROOR,Politics,Political Ideologies,Hardcover,719.0,4.3,938,False,6.579251212010101
"History of the Russian Revolution, The",Leon Trotsky,Politics,Political Ideologies,Paperback,979.0,4.6,301,True,6.887552571664617
"RSS, The: A View to the Inside",Walter Andersen,Politics,Political Ideologies,Hardcover,680.0,4.4,283,False,6.523562306149512
The Transition from Feudalism to Capitalism,Christopher Hill,Politics,Political Ideologies,Paperback,548.0,4.6,45,False,6.3080984415095305
Jews Don't Count: Sunday Times s of the Year 2022,David Baddiel,Politics,Political Ideologies,Paperback,707.0,4.5,4462,False,6.56244409369372
The Social Contract,Jean-Jacques Rousseau,Politics,Political Ideologies,Hardcover,279.0,4.5,718,False,5.634789603169249
Crack-Up Capitalism,Quinn Slobodian,Politics,Political Ideologies,Hardcover,689.0,4.6,61,False,6.536691597591305
The Ideology of Power and the Power of Ideology (Verso Classics),Goeran Therborn,Politics,Political Ideologies,Paperback,622.0,5.0,2,False,6.434546518787453
Nationalism,Rabindranath Tagore,Politics,Political Ideologies,Paperback,98.0,4.5,7523,False,4.59511985013459
Red Love,Alexandra Kollontai,Politics,Political Ideologies,Paperback,1452.0,4.0,3,True,7.2813856635702825
Political Theory,Mahajan V.D.,Politics,Political Ideologies,Paperback,350.0,4.4,61,False,5.860786223465865
The Origins of Totalitarianism (Penguin Modern Classics),Hannah Arendt,Politics,Political Ideologies,Paperback,401.0,4.6,728,False,5.996452088619021
"Early Learning Educational Charts set for Kids | 45X60 cm | Set of 11 | Non-Tearable and Waterproof | Double Sided Laminated | Billingual Charts i.e each word is in English & Hindi | Perfect for Homeschooling, Kindergarten and Nursery Students | Alphabet, Numbers, Fruits, Animals",Hivex Publication,Reference,Dictionaries & Thesauruses,Other,299.0,4.1,1424,False,5.703782474656201
Multiplication Tables Chart 1 to 20 | Maths Tables Chart for Kids | Front Side Plastic Laminated Wall Chart 29.13 X 20.07 (Inch),TARGET PUBLICATIONS,Reference,Dictionaries & Thesauruses,Other,149.0,3.9,326,False,5.0106352940962555
"Early Learning Educational Chart Set for Kids | Set of 12 LAMINATED Charts ( Printed on Both Sides ) | Non-Tearable and Waterproof | Size : 31 x 46 cm | Alphabet, Numbers, Animals..",Vidya Chitr Prakashan,Reference,Dictionaries & Thesauruses,Other,199.0,4.1,115,False,5.298317366548036
My First Little Librarian: Boxset of 24 Best Board Books for Kids,THE BOOK TREE,Reference,Dictionaries & Thesauruses,Board book,749.0,4.5,1728,False,6.620073206530356
"Early Learning Educational Charts for Kids | Learn about English Alphabets, Fruits, Vegetables, Good Habits, Domestic, Tables 1-20, Wild Animals & Birds with Colourful Pictures for Children | Pack of 8",TARGET PUBLICATIONS,Reference,Dictionaries & Thesauruses,Paperback,854.0,4.3,234,False,6.75110146893676
A DICTIONARY OF ECONOMICS P 5E (Oxford Quick Reference),Nigar Hashimzade,Reference,Dictionaries & Thesauruses,Paperback,487.58,4.4,217,False,6.191503224707095
Little Oxford English Dictionary | 9th Indian Edition,Unknown,Reference,Dictionaries & Thesauruses,Paperback,305.0,4.3,553,False,5.723585101952381
ENGLISH-ENGLISH-TAMIL DICTIONARY,Murugan V,Reference,Dictionaries & Thesauruses,Hardcover,940.0,4.5,593,True,6.846943139585379
OXFORD LEARNER'S POCKET THESAURUS: ,Oxford Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,185.0,4.2,149,False,5.225746673713202
MINI ENG-HINDI DICTIONARY,Oxford University Press,Reference,Dictionaries & Thesauruses,Paperback,138.1,4.1,403,False,4.935193098929397
A Dictionary Of Finance And Banking (Oxford Quick Reference),Jonathan Law,Reference,Dictionaries & Thesauruses,Paperback,715.0,4.7,200,False,6.573680166960646
HIEROGLYPH-ER DESHE,ANIRBAN GHOSH,Reference,Dictionaries & Thesauruses,Hardcover,405.0,4.7,322,False,6.0063531596017325
Rajpal Concise Hindi English Dictionary,Dr. Hardev Bahri,Reference,Dictionaries & Thesauruses,Hardcover,168.0,4.3,262,False,5.1298987149230735
Oxford Dictionary Of Sociology | Oxford Quick Reference | 4th Edition,John Scott,Reference,Dictionaries & Thesauruses,Paperback,386.0,4.6,968,False,5.958424693029782
The Student's Sanskrit-English Dictionary: Containing Appendices on Sanskrit Prosody and Important Literary and Geographical Names in the Ancient Hist. of India,Vaman Shivram Apte,Reference,Dictionaries & Thesauruses,Paperback,415.0,4.4,219,False,6.030685260261263
THE OXFORD DICTIONARY OF PHILOSOPHY 3E (Oxford Quick Reference),Simon Blackburn,Reference,Dictionaries & Thesauruses,Paperback,390.0,4.5,315,False,5.968707559985366
A DICTIONARY OF PSYCHOLOGY 4E OPR (Oxford Quick Reference),Andrew M. Colman,Reference,Dictionaries & Thesauruses,Paperback,520.0,4.6,847,False,6.255750041753367
OXFORD ESSENTIAL GERMAN DICTIONARY 1E: ,Oxford Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,315.0,4.4,934,False,5.755742213586912
French English Illustrated Dictionary,DK,Reference,Dictionaries & Thesauruses,Paperback,1119.0,4.7,33,True,7.02108396428914
Compact English-English-Telugu Dictionary,Oxford University Press India,Reference,Dictionaries & Thesauruses,Paperback,349.0,4.2,301,False,5.857933154483459
The Ultimate Guide To Business Jargon (Volume 1) : Clarity on Management Terms in 100 Words Each,Ashok Grover,Reference,Dictionaries & Thesauruses,Paperback,144.0,4.4,18,False,4.976733742420574
Arabic-English Dictionary: The Hans Wehr Dictionary of Modern Written Arabic (English and Arabic Edition),Hans Wehr,Reference,Dictionaries & Thesauruses,Paperback,2909.0,4.0,56,True,7.975908360165538
"Roget's Thesaurus of English Words and Phrases (Penguin Reference) Davidson, George",George Davidson,Reference,Dictionaries & Thesauruses,Paperback,689.69,4.6,542,False,6.537691097924388
MLA Handbook,Modern Language Association,Reference,Dictionaries & Thesauruses,Paperback,782.0,4.5,3055,False,6.663132695990803
Easy Learning Spanish Grammar (Collins Easy Learning Spanish),Collins Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,199.0,4.5,63,False,5.298317366548036
Oxford English Mini Dictionary,Oxford Languages,Reference,Dictionaries & Thesauruses,Paperback,275.0,4.7,6187,False,5.62040086571715
A DICTIONARY OF SCIENCE 7E P,Jonathan Law,Reference,Dictionaries & Thesauruses,Paperback,650.0,4.4,251,False,6.478509642208569
"500 Foreign Words & Phrases You Should Know to Sound Smart: Terms to Demonstrate Your Savoir Faire, Chutzpah, and Bravado",Peter Archer,Reference,Dictionaries & Thesauruses,Kindle Edition,261.25,4.3,46,False,5.569298247276406
"Roget's Thesaurus of Words for Intellectuals: Synonyms, Antonyms, and Related Terms Every Smart Person Should Know How to Use",David Olsen,Reference,Dictionaries & Thesauruses,Kindle Edition,402.51,4.4,120,False,6.000201270550366
French Short Stories: Thirty French Short Stories for Beginners to Improve your French Vocabulary - Volume 2,Dylane Moreau,Reference,Dictionaries & Thesauruses,Paperback,581.0,4.8,36,False,6.366470447731438
Russian-English Bilingual Visual Dictionary with Free Audio App (DK Bilingual Visual Dictionary),DK,Reference,Dictionaries & Thesauruses,Paperback,480.49,4.7,1089,False,6.17688546259053
German English Illustrated Dictionary,DK,Reference,Dictionaries & Thesauruses,Paperback,1163.13,4.8,22,True,7.059729305904003
OXFORD PICTURE DICTIONARY 3E,Jayme Adelson-Goldstein,Reference,Dictionaries & Thesauruses,Paperback,558.15,4.6,972,False,6.326417773474197
THE OXFORD DICTIONARY OF LITERARY TERMS 4E (Oxford Quick Reference),Chris Baldick,Reference,Dictionaries & Thesauruses,Paperback,390.0,4.4,476,False,5.968707559985366
English - Sanskrit Dictionary (Recomposed & Enlarge Edition) ,Vaman Shivram Apte,Reference,Dictionaries & Thesauruses,Paperback,299.0,3.8,11,False,5.703782474656201
The Complete Rhyming Dictionary: Updated and Expanded,Clement Wood,Reference,Dictionaries & Thesauruses,Paperback,366.69,4.6,2804,False,5.907240191853642
Tally Erp 9(with Cd),SHRADDHA SINGH,Reference,Dictionaries & Thesauruses,Paperback,232.0,3.8,215,False,5.4510384535657
My First Picture Books Collection,Wonder House Books,Reference,Dictionaries & Thesauruses,Other,288.0,4.2,1732,False,5.666426688112432
"Roget's International Thesaurus, 8th Edition",Barbara Ann Kipfer,Reference,Dictionaries & Thesauruses,Hardcover,1029.0,4.6,311,True,6.937314081223682
Webster’s Easy Learning English Conversation: Book 2 (Collins Easy Learning English),Collins Dictionaries,Reference,Dictionaries & Thesauruses,Paperback,293.0,4.8,10,False,5.683579767338681
